INT_ID^CITY_ID^PATH_INDEX^ROUTE_INDEX^ROUTE_IN_INDEX^ROUTE_RATE^RELATED_TRAPH_ID^ROUTE_DESCRIPTION^RELATED_PATH_ID^WORK_STATE^PATH_TYPE^A_SITE^Z_SITE^A_SITE_NAME^Z_SITE_NAME^A_TRANSNE_ID^A_TRANSNE^A_TRANSPORT_ID^A_TRANSVIRTUALPORT_ID^RELATED_A_TRANSCTP^Z_TRANSNE_ID^Z_TRANSNE^Z_TRANSPORT_ID^Z_TRANSVIRTUALPORT_ID^RELATED_Z_TRANSCTP^AVLANID^ZVLANID^MSTP_EXTS^A_MAC^A_MP^Z_MAC^Z_MP^ZH_LABEL^REMARK^STATEFLAG^TIME_STAMP^CREATOR^CREAT_TIME^MODIFY_TIME^MODIFIER
973^^1^1^0^^68783781^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-47)(个旧七楼扩展1-2-ET1-47)个旧移动大楼七楼综合机房^76174267^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750998^^^53951052^个旧七楼扩展1^56793631^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:37^2010-10-09 16:44:15^
974^^1^1^0^^68783782^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-48)(个旧七楼扩展1-2-ET1-48)个旧移动大楼七楼综合机房^76174268^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56758926^^^53951052^个旧七楼扩展1^56753854^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:39^2010-10-09 16:44:18^
975^^1^1^0^^68783783^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-49)(个旧七楼扩展1-2-ET1-49)个旧移动大楼七楼综合机房^76174284^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56758925^^^53951052^个旧七楼扩展1^56753856^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:41^2010-10-09 16:44:21^
976^^1^1^0^^68783784^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-50)(个旧七楼扩展1-2-ET1-50)个旧移动大楼七楼综合机房^76174285^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56794364^^^53951052^个旧七楼扩展1^56754722^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:43^2010-10-09 16:44:24^
978^^1^1^0^^68783846^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-52)(个旧七楼扩展1-2-ET1-52)个旧移动大楼七楼综合机房^76174287^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56760554^^^53951052^个旧七楼扩展1^56751309^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:48^2010-10-09 16:44:29^
979^^1^1^0^^68783847^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-53)(个旧七楼扩展1-2-ET1-53)个旧移动大楼七楼综合机房^76174336^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56760556^^^53951052^个旧七楼扩展1^56752223^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:50^2010-10-09 16:44:31^
980^^1^1^0^^68783657^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-54)(个旧七楼扩展1-2-ET1-54)个旧移动大楼七楼综合机房^76174338^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56760558^^^53951052^个旧七楼扩展1^56752220^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:55^2010-10-09 16:44:33^
981^^1^1^0^^68783658^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-55)(个旧七楼扩展1-2-ET1-55)个旧移动大楼七楼综合机房^76174353^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56785278^^^53951052^个旧七楼扩展1^56752170^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:58^2010-10-09 16:44:35^
982^^1^1^0^^68783659^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-56)(个旧七楼扩展1-2-ET1-56)个旧移动大楼七楼综合机房^76174354^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56785280^^^53951052^个旧七楼扩展1^56753911^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:45:00^2010-10-09 16:44:38^
983^^1^1^0^^68783721^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-57)(个旧七楼扩展1-2-ET1-57)个旧移动大楼七楼综合机房^76174120^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56785282^^^53951052^个旧七楼扩展1^56753069^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:45:05^2010-10-09 16:44:39^
984^^1^1^0^^68783722^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-58)(个旧七楼扩展1-2-ET1-58)个旧移动大楼七楼综合机房^76174121^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56785284^^^53951052^个旧七楼扩展1^56753064^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:45:08^2010-10-09 16:44:42^
985^^1^1^0^^68783723^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-59)(个旧七楼扩展1-2-ET1-59)个旧移动大楼七楼综合机房^76174122^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56785273^^^53951052^个旧七楼扩展1^56754726^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:45:10^2010-10-09 16:44:44^
986^^1^1^0^^68783660^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-60)(个旧七楼扩展1-2-ET1-60)个旧移动大楼七楼综合机房^76174355^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56788000^^^53951052^个旧七楼扩展1^56755575^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:45:02^2010-10-09 16:44:46^
987^^1^1^0^^68783848^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-61)(个旧七楼扩展1-2-ET1-61)个旧移动大楼七楼综合机房^76174337^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56787998^^^53951052^个旧七楼扩展1^56755577^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:53^2010-10-09 16:44:49^
988^^1^1^0^^68783724^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-62)(个旧七楼扩展1-2-ET1-62)个旧移动大楼七楼综合机房^76174123^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56788024^^^53951052^个旧七楼扩展1^56754730^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:46:25^2010-10-09 16:46:23^
989^^1^1^0^^68783801^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-63)(个旧七楼扩展1-2-ET1-63)个旧移动大楼七楼综合机房^76174306^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56788026^^^53951052^个旧七楼扩展1^56754732^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:46:38^2010-10-09 16:46:23^
990^^1^1^0^^68783802^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-10)(个旧七楼扩展1-7-ET1-10)个旧移动大楼七楼综合机房^76174376^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56752777^^^53951052^个旧七楼扩展1^56749612^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:46:49^2010-10-09 16:46:30^
991^^1^1^0^^68783803^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-11)(个旧七楼扩展1-7-ET1-11)个旧移动大楼七楼综合机房^76174240^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750865^^^53951052^个旧七楼扩展1^56749613^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:47:02^2010-10-09 16:46:32^
993^^1^1^0^^68783865^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-13)(个旧七楼扩展1-7-ET1-13)个旧移动大楼七楼综合机房^76174294^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56752779^^^53951052^个旧七楼扩展1^56751427^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:47:07^2010-10-09 16:46:36^
995^^1^1^0^^68783867^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-15)(个旧七楼扩展1-7-ET1-15)个旧移动大楼七楼综合机房^76174296^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56749942^^^53951052^个旧七楼扩展1^56751425^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:47:11^2010-10-09 16:46:41^
996^^1^1^0^^68783868^楚雄开发区生产楼(1003-楚雄-3-PQ1-58)(263-南华县五顶山-7-PD1-03)南华县五顶山^76174151^1^1^1834^2038247^楚雄市开发区生产楼^南华县五顶山^53940873^1003-楚雄^55742188^^^53940777^263-南华县五顶山^55764148^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:47:32^2010-10-09 16:46:58^
997^^1^1^0^^68783677^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-38)(个旧七楼扩展1-7-ET1-38)个旧移动大楼七楼综合机房^76174154^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750866^^^53951052^个旧七楼扩展1^56757225^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:49:10^2010-10-09 16:49:04^
998^^1^1^0^^68783678^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-39)(个旧七楼扩展1-7-ET1-39)个旧移动大楼七楼综合机房^76174232^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56749861^^^53951052^个旧七楼扩展1^56758090^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:49:21^2010-10-09 16:49:04^
999^^1^1^0^^68783679^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-41)(个旧七楼扩展1-7-ET1-41)个旧移动大楼七楼综合机房^76174300^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750870^^^53951052^个旧七楼扩展1^56756426^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:49:30^2010-10-09 16:49:10^
1000^^1^1^0^^68783680^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-42)(个旧七楼扩展1-7-ET1-42)个旧移动大楼七楼综合机房^76174301^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750869^^^53951052^个旧七楼扩展1^56756425^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:49:32^2010-10-09 16:49:13^
1001^^1^1^0^^68783741^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-49)(个旧七楼扩展1-7-ET1-49)个旧移动大楼七楼综合机房^76174142^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56751778^^^53951052^个旧七楼扩展1^56749670^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:49:46^2010-10-09 16:49:29^
1002^^1^1^0^^68783742^个旧移动大楼八楼综合机房(个旧八楼扩展1-7-ET1-53)(个旧七楼扩展1-7-ET1-53)个旧移动大楼七楼综合机房^76173281^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56751002^^^53951052^个旧七楼扩展1^56788065^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:49:55^2010-10-09 16:49:36^
1003^^1^1^0^^68783743^个旧移动大楼八楼综合机房(个旧八楼扩展1-8-ET1-06)(个旧七楼扩展1-8-ET1-06)个旧移动大楼七楼综合机房^76174167^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56787995^^^53951052^个旧七楼扩展1^56755523^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:51:42^2010-10-09 16:51:22^
1004^^1^1^0^^68783744^个旧移动大楼八楼综合机房(个旧八楼扩展1-8-ET1-22)(个旧七楼扩展1-8-ET1-22)个旧移动大楼七楼综合机房^76174093^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56788013^^^53951052^个旧七楼扩展1^56750439^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:52:20^2010-10-09 16:51:58^
1005^^1^1^0^^68783900^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-55)(6楼核心网扩展1-16-ET1-55)个旧移动大楼六楼综合机房^76172339^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56387918^^^53950960^6楼核心网扩展1^56393543^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:29:55^2011-11-03 17:29:55^
1006^^1^1^0^^68783913^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-56)(6楼核心网扩展1-16-ET1-56)个旧移动大楼六楼综合机房^76172340^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56387908^^^53950960^6楼核心网扩展1^56391631^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:30:02^2011-11-03 17:30:02^
1007^^1^1^0^^68783961^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-57)(6楼核心网扩展1-16-ET1-57)个旧移动大楼六楼综合机房^76172341^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56387042^^^53950960^6楼核心网扩展1^56390065^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:30:09^2011-11-03 17:30:09^
1008^^1^1^0^^68784189^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-06)(6楼核心网扩展1-17-ET1-06)个旧移动大楼六楼综合机房^76172314^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56374902^^^53950960^6楼核心网扩展1^56383779^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:31:31^2011-11-03 17:31:31^
1009^^1^1^0^^68784188^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-08)(6楼核心网扩展1-17-ET1-08)个旧移动大楼六楼综合机房^76172313^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56389471^^^53950960^6楼核心网扩展1^56393337^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:31:45^2011-11-03 17:31:45^
1010^^1^1^0^^68784007^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-04)(6楼核心网扩展1-17-ET1-04)个旧移动大楼六楼综合机房^76172311^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56395607^^^53950960^6楼核心网扩展1^56392572^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:31:18^2011-11-03 17:31:18^
1011^10^1^1^0^^68783962^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-07)(6楼核心网扩展1-17-ET1-07)个旧移动大楼六楼综合机房^76172343^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56372678^^^53950960^6楼核心网扩展1^56383769^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:31:39^2011-11-03 17:31:38^
1012^^1^1^0^^68783963^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-05)(6楼核心网扩展1-17-ET1-05)个旧移动大楼六楼综合机房^76172310^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56384945^^^53950960^6楼核心网扩展1^56394160^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:31:24^2011-11-03 17:31:24^
1013^^1^1^0^^68784190^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-09)(6楼核心网扩展1-17-ET1-09)个旧移动大楼六楼综合机房^76172333^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56394818^^^53950960^6楼核心网扩展1^56382668^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:31:52^2011-11-03 17:31:52^
1014^^1^1^0^^68784234^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-10)(6楼核心网扩展1-17-ET1-10)个旧移动大楼六楼综合机房^76172334^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56391683^^^53950960^6楼核心网扩展1^56394219^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:31:59^2011-11-03 17:31:59^
1015^^1^1^0^^68784071^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-11)(6楼核心网扩展1-17-ET1-11)个旧移动大楼六楼综合机房^76172335^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56383685^^^53950960^6楼核心网扩展1^56388997^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:32:06^2011-11-03 17:32:06^
1016^^1^1^0^^68784072^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-12)(6楼核心网扩展1-17-ET1-12)个旧移动大楼六楼综合机房^76172336^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56387395^^^53950960^6楼核心网扩展1^56389811^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:32:13^2011-11-03 17:32:13^
1017^^1^1^0^^68784073^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-13)(6楼核心网扩展1-17-ET1-13)个旧移动大楼六楼综合机房^76172337^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56384230^^^53950960^6楼核心网扩展1^56392957^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:32:20^2011-11-03 17:32:20^
1018^^1^1^0^^68784085^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-14)(6楼核心网扩展1-17-ET1-14)个旧移动大楼六楼综合机房^76172315^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56393576^^^53950960^6楼核心网扩展1^56391363^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:32:28^2011-11-03 17:32:28^
1019^^1^1^0^^68783902^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-15)(6楼核心网扩展1-17-ET1-15)个旧移动大楼六楼综合机房^76172316^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56390522^^^53950960^6楼核心网扩展1^56377113^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:32:35^2011-11-03 17:32:35^
1020^^1^1^0^^68783903^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-16)(6楼核心网扩展1-17-ET1-16)个旧移动大楼六楼综合机房^76172317^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56384594^^^53950960^6楼核心网扩展1^56374193^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:32:42^2011-11-03 17:32:42^
1022^^1^1^0^^68783917^个旧移动大楼八楼综合机房(8楼扩展4-11-ET1-18)(6楼核心网扩展1-17-ET1-18)个旧移动大楼六楼综合机房^76172319^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56390874^^^53950960^6楼核心网扩展1^56377105^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:32:57^2011-11-03 17:32:57^
1227^^1^1^0^^68783909^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-26)(6楼核心网扩展1-16-ET1-26)个旧移动大楼六楼综合机房^76172263^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56384063^^^53950960^6楼核心网扩展1^56385647^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:26:32^2011-11-03 17:26:32^
1228^^1^1^0^^68783957^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-28)(6楼核心网扩展1-16-ET1-28)个旧移动大楼六楼综合机房^76172265^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56395500^^^53950960^6楼核心网扩展1^56382831^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:26:46^2011-11-03 17:26:46^
1229^^1^1^0^^68783958^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-30)(6楼核心网扩展1-16-ET1-30)个旧移动大楼六楼综合机房^76172268^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56383241^^^53950960^6楼核心网扩展1^56389972^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:00^2011-11-03 17:27:00^
1230^^1^1^0^^68783972^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-32)(6楼核心网扩展1-16-ET1-32)个旧移动大楼六楼综合机房^76172244^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56374850^^^53950960^6楼核心网扩展1^56386009^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:14^2011-11-03 17:27:14^
1231^^1^1^0^^68783959^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-39)(6楼核心网扩展1-16-ET1-39)个旧移动大楼六楼综合机房^76172243^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56391525^^^53950960^6楼核心网扩展1^56383559^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:28:04^2011-11-03 17:28:04^
1232^^1^1^0^^68784034^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-36)(6楼核心网扩展1-16-ET1-36)个旧移动大楼六楼综合机房^76172347^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56383251^^^53950960^6楼核心网扩展1^56374822^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:43^2011-11-03 17:27:43^
1233^^1^1^0^^68784020^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-33)(6楼核心网扩展1-16-ET1-33)个旧移动大楼六楼综合机房^76172344^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56393128^^^53950960^6楼核心网扩展1^56384430^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:23^2011-11-03 17:27:22^
1234^^1^1^0^^68784021^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-31)(6楼核心网扩展1-16-ET1-31)个旧移动大楼六楼综合机房^76172345^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56384832^^^53950960^6楼核心网扩展1^56387590^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:07^2011-11-03 17:27:07^
1235^^1^1^0^^68784022^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-37)(6楼核心网扩展1-16-ET1-37)个旧移动大楼六楼综合机房^76172346^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56386774^^^53950960^6楼核心网扩展1^56382122^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:50^2011-11-03 17:27:50^
1236^^1^1^0^^68784083^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-34)(6楼核心网扩展1-16-ET1-34)个旧移动大楼六楼综合机房^76172321^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56393119^^^53950960^6楼核心网扩展1^56393071^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:30^2011-11-03 17:27:30^
1237^^1^1^0^^68784082^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-35)(6楼核心网扩展1-16-ET1-35)个旧移动大楼六楼综合机房^76172349^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56394717^^^53950960^6楼核心网扩展1^56395403^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:27:37^2011-11-03 17:27:37^
1238^^1^1^0^^68784084^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-41)(6楼核心网扩展1-16-ET1-41)个旧移动大楼六楼综合机房^76172322^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56390022^^^53950960^6楼核心网扩展1^56386166^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:28:18^2011-11-03 17:28:18^
1240^^1^1^0^^68783898^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-43)(6楼核心网扩展1-16-ET1-43)个旧移动大楼六楼综合机房^76172324^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56386878^^^53950960^6楼核心网扩展1^56393429^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:28:31^2011-11-03 17:28:31^
1241^^1^1^0^^68783899^个旧移动大楼八楼综合机房(8楼扩展4-10-ET1-54)(6楼核心网扩展1-16-ET1-54)个旧移动大楼六楼综合机房^76172338^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53949575^8楼扩展4^56392809^^^53950960^6楼核心网扩展1^56393537^^^^^^^^^^^^0^2014-06-18 00:37:56^^2011-11-03 17:29:48^2011-11-03 17:29:48^
1242^^1^1^0^^68784160^个旧移动大楼八楼综合机房(个旧八楼扩展2-10-ET1-41)(个旧七楼扩展2-10-ET1-41)个旧移动大楼七楼综合机房^76174908^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951182^个旧八楼扩展2^56767830^^^53951055^个旧七楼扩展2^56754087^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-11 12:34:48^2010-10-11 12:34:41^
1243^^1^1^0^^68784147^个旧移动大楼八楼综合机房(个旧八楼扩展2-10-ET1-42)(个旧七楼扩展2-10-ET1-42)个旧移动大楼七楼综合机房^76174907^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951182^个旧八楼扩展2^56767828^^^53951055^个旧七楼扩展2^56754090^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-11 12:34:46^2010-10-11 12:34:43^
1244^^1^1^0^^68784208^个旧移动大楼八楼综合机房(个旧八楼扩展2-10-ET1-47)(个旧七楼扩展2-10-ET1-47)个旧移动大楼七楼综合机房^76174680^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951182^个旧八楼扩展2^56771972^^^53951055^个旧七楼扩展2^56755751^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-11 12:35:03^2010-10-11 12:34:52^
1245^^1^1^0^^68784209^个旧移动大楼八楼综合机房(个旧八楼扩展2-10-ET1-48)(个旧七楼扩展2-10-ET1-48)个旧移动大楼七楼综合机房^76174681^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951182^个旧八楼扩展2^56771971^^^53951055^个旧七楼扩展2^56754908^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-11 12:35:05^2010-10-11 12:34:54^
