INT_ID^CITY_ID^PATH_INDEX^ROUTE_INDEX^ROUTE_IN_INDEX^ROUTE_RATE^RELATED_TRAPH_ID^ROUTE_DESCRIPTION^RELATED_PATH_ID^WORK_STATE^PATH_TYPE^A_SITE^Z_SITE^A_SITE_NAME^Z_SITE_NAME^A_TRANSNE_ID^A_TRANSNE^A_TRANSPORT_ID^A_TRANSVIRTUALPORT_ID^RELATED_A_TRANSCTP^Z_TRANSNE_ID^Z_TRANSNE^Z_TRANSPORT_ID^Z_TRANSVIRTUALPORT_ID^RELATED_Z_TRANSCTP^AVLANID^ZVLANID^MSTP_EXTS^A_MAC^A_MP^Z_MAC^Z_MP^ZH_LABEL^REMARK^STATEFLAG^TIME_STAMP^CREATOR^CREAT_TIME^MODIFY_TIME^MODIFIER
687^^1^1^0^^68783588^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-22)(个旧七楼扩展1-16-ET1-22)个旧移动大楼七楼综合机房^76173883^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56756180^^^53951052^个旧七楼扩展1^56755576^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:15^2010-10-09 16:16:13^
688^^1^1^0^^68783399^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-30)(个旧七楼扩展1-16-ET1-30)个旧移动大楼七楼综合机房^76174160^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750082^^^53951052^个旧七楼扩展1^56750491^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:31^2010-10-09 16:16:14^
689^^1^1^0^^68783590^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-31)(个旧七楼扩展1-16-ET1-31)个旧移动大楼七楼综合机房^76173932^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750084^^^53951052^个旧七楼扩展1^56749555^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:21^2010-10-09 16:16:14^
690^^1^1^0^^68783449^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-23)(个旧七楼扩展1-16-ET1-23)个旧移动大楼七楼综合机房^76174162^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56755367^^^53951052^个旧七楼扩展1^56755578^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:37^2010-10-09 16:16:14^
691^^1^1^0^^68783589^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-29)(个旧七楼扩展1-16-ET1-29)个旧移动大楼七楼综合机房^76173931^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56790082^^^53951052^个旧七楼扩展1^56755572^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:18^2010-10-09 16:16:14^
693^^1^1^0^^68783385^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-25)(个旧七楼扩展1-16-ET1-25)个旧移动大楼七楼综合机房^76173934^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56793131^^^53951052^个旧七楼扩展1^56754727^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:26^2010-10-09 16:16:14^
694^^1^1^0^^68783398^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-24)(个旧七楼扩展1-16-ET1-24)个旧移动大楼七楼综合机房^76174159^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56755369^^^53951052^个旧七楼扩展1^56755579^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:29^2010-10-09 16:16:14^
695^^1^1^0^^68783400^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-27)(个旧七楼扩展1-16-ET1-27)个旧移动大楼七楼综合机房^76174161^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56756189^^^53951052^个旧七楼扩展1^56754729^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:34^2010-10-09 16:16:14^
696^^1^1^0^^68783462^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-26)(个旧七楼扩展1-16-ET1-26)个旧移动大楼七楼综合机房^76174163^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56793129^^^53951052^个旧七楼扩展1^56754728^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:39^2010-10-09 16:16:14^
697^^1^1^0^^68783463^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-32)(个旧七楼扩展1-16-ET1-32)个旧移动大楼七楼综合机房^76174197^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56756190^^^53951052^个旧七楼扩展1^56750495^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:42^2010-10-09 16:16:19^
698^^1^1^0^^68783464^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-33)(个旧七楼扩展1-16-ET1-33)个旧移动大楼七楼综合机房^76174271^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56756191^^^53951052^个旧七楼扩展1^56750493^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:44^2010-10-09 16:16:21^
699^^1^1^0^^68783513^个旧移动大楼八楼综合机房(个旧八楼扩展1-16-ET1-34)(个旧七楼扩展1-16-ET1-34)个旧移动大楼七楼综合机房^76174272^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750077^^^53951052^个旧七楼扩展1^56762740^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:16:46^2010-10-09 16:16:24^
751^^1^1^0^^68783650^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-13)(个旧七楼扩展1-2-ET1-13)个旧移动大楼七楼综合机房^76174363^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56789477^^^53951052^个旧七楼扩展1^56750378^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:41:48^2010-10-09 16:40:59^
752^^1^1^0^^68783651^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-14)(个旧七楼扩展1-2-ET1-14)个旧移动大楼七楼综合机房^76174129^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56789475^^^53951052^个旧七楼扩展1^56750379^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:41:52^2010-10-09 16:41:04^
753^^1^1^0^^68783652^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-15)(个旧七楼扩展1-2-ET1-15)个旧移动大楼七楼综合机房^76174130^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56752690^^^53951052^个旧七楼扩展1^56787268^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:41:58^2010-10-09 16:41:10^
754^^1^1^0^^68783713^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-16)(个旧七楼扩展1-2-ET1-16)个旧移动大楼七楼综合机房^76174131^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56752686^^^53951052^个旧七楼扩展1^56787270^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:04^2010-10-09 16:41:15^
755^^1^1^0^^68783714^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-17)(个旧七楼扩展1-2-ET1-17)个旧移动大楼七楼综合机房^76174132^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56790073^^^53951052^个旧七楼扩展1^56790157^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:09^2010-10-09 16:41:20^
756^^1^1^0^^68783715^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-18)(个旧七楼扩展1-2-ET1-18)个旧移动大楼七楼综合机房^76174133^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56790070^^^53951052^个旧七楼扩展1^56787267^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:14^2010-10-09 16:41:26^
757^^1^1^0^^68783716^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-19)(个旧七楼扩展1-2-ET1-19)个旧移动大楼七楼综合机房^76174134^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56753574^^^53951052^个旧七楼扩展1^56787275^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:18^2010-10-09 16:41:31^
758^^1^1^0^^68783777^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-20)(个旧七楼扩展1-2-ET1-20)个旧移动大楼七楼综合机房^76174192^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56760536^^^53951052^个旧七楼扩展1^56754670^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:20^2010-10-09 16:41:36^
759^^1^1^0^^68783778^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-21)(个旧七楼扩展1-2-ET1-21)个旧移动大楼七楼综合机房^76174208^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56759748^^^53951052^个旧七楼扩展1^56754668^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:22^2010-10-09 16:41:42^
761^^1^1^0^^68783780^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-23)(个旧七楼扩展1-2-ET1-23)个旧移动大楼七楼综合机房^76174210^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56760538^^^53951052^个旧七楼扩展1^56755517^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:26^2010-10-09 16:41:51^
762^^1^1^0^^68783841^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-24)(个旧七楼扩展1-2-ET1-24)个旧移动大楼七楼综合机房^76174211^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56790077^^^53951052^个旧七楼扩展1^56755515^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:42:28^2010-10-09 16:41:56^
763^^1^1^0^^68783843^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-34)(个旧七楼扩展1-2-ET1-34)个旧移动大楼七楼综合机房^76174350^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56760548^^^53951052^个旧七楼扩展1^56792959^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:04^2010-10-09 16:43:54^
764^^1^1^0^^68783654^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-37)(个旧七楼扩展1-2-ET1-37)个旧移动大楼七楼综合机房^76174117^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56793737^^^53951052^个旧七楼扩展1^56751365^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:14^2010-10-09 16:43:54^
765^^1^1^0^^68783655^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-35)(个旧七楼扩展1-2-ET1-35)个旧移动大楼七楼综合机房^76174135^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56760546^^^53951052^个旧七楼扩展1^56790154^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:17^2010-10-09 16:43:54^
766^^1^1^0^^68783844^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-40)(个旧七楼扩展1-2-ET1-40)个旧移动大楼七楼综合机房^76174115^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56761308^^^53951052^个旧七楼扩展1^56755522^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:09^2010-10-09 16:43:54^
768^^1^1^0^^68783656^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-36)(个旧七楼扩展1-2-ET1-36)个旧移动大楼七楼综合机房^76174136^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750086^^^53951052^个旧七楼扩展1^56793623^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:20^2010-10-09 16:43:54^
769^^1^1^0^^68783653^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-39)(个旧七楼扩展1-2-ET1-39)个旧移动大楼七楼综合机房^76174116^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56793137^^^53951052^个旧七楼扩展1^56750445^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:11^2010-10-09 16:43:54^
770^^1^1^0^^68783717^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-41)(个旧七楼扩展1-2-ET1-41)个旧移动大楼七楼综合机房^76174137^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56751001^^^53951052^个旧七楼扩展1^56790165^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:23^2010-10-09 16:43:59^
771^^1^1^0^^68783718^个旧移动大楼八楼综合机房(个旧八楼扩展1-2-ET1-44)(个旧七楼扩展1-2-ET1-44)个旧移动大楼七楼综合机房^76174213^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56750997^^^53951052^个旧七楼扩展1^56787279^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:44:30^2010-10-09 16:44:07^
772^^1^1^0^^68783805^个旧移动大楼八楼综合机房(个旧八楼扩展1-8-ET1-24)(个旧七楼扩展1-8-ET1-24)个旧移动大楼七楼综合机房^76174152^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56788017^^^53951052^个旧七楼扩展1^56752172^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:52:24^2010-10-09 16:52:02^
773^^1^1^0^^68783806^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-03)(个旧七楼扩展1-10-ET1-03)个旧移动大楼七楼综合机房^76174316^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56807979^^^53951052^个旧七楼扩展1^56757274^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:56:36^2010-10-09 16:56:31^
775^^1^1^0^^68783870^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-01)(个旧七楼扩展1-10-ET1-01)个旧移动大楼七楼综合机房^76174099^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808028^^^53951052^个旧七楼扩展1^56755644^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:56:48^2010-10-09 16:56:31^
776^^1^1^0^^68783807^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-05)(个旧七楼扩展1-10-ET1-05)个旧移动大楼七楼综合机房^76174317^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56807975^^^53951052^个旧七楼扩展1^56755642^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:56:38^2010-10-09 16:56:31^
777^^1^1^0^^68783869^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-04)(个旧七楼扩展1-10-ET1-04)个旧移动大楼七楼综合机房^76174373^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808026^^^53951052^个旧七楼扩展1^56757273^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:56:45^2010-10-09 16:56:31^
778^^1^1^0^^68783871^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-02)(个旧七楼扩展1-10-ET1-02)个旧移动大楼七楼综合机房^76173339^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808030^^^53951052^个旧七楼扩展1^56755643^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:56:55^2010-10-09 16:56:31^
779^^1^1^0^^68783872^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-07)(个旧七楼扩展1-10-ET1-07)个旧移动大楼七楼综合机房^76173340^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56799844^^^53951052^个旧七楼扩展1^56757271^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:56:58^2010-10-09 16:56:36^
780^^1^1^0^^68783665^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-08)(个旧七楼扩展1-10-ET1-08)个旧移动大楼七楼综合机房^76173341^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56797106^^^53951052^个旧七楼扩展1^56757270^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:01^2010-10-09 16:56:39^
781^^1^1^0^^68783666^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-09)(个旧七楼扩展1-10-ET1-09)个旧移动大楼七楼综合机房^76173342^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56799846^^^53951052^个旧七楼扩展1^56757272^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:03^2010-10-09 16:56:42^
782^^1^1^0^^68783667^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-10)(个旧七楼扩展1-10-ET1-10)个旧移动大楼七楼综合机房^76174339^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56807974^^^53951052^个旧七楼扩展1^56754023^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:06^2010-10-09 16:56:44^
783^^1^1^0^^68783668^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-11)(个旧七楼扩展1-10-ET1-11)个旧移动大楼七楼综合机房^76174340^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56807973^^^53951052^个旧七楼扩展1^56753136^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:08^2010-10-09 16:56:47^
784^^1^1^0^^68783729^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-12)(个旧七楼扩展1-10-ET1-12)个旧移动大楼七楼综合机房^76174341^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56807978^^^53951052^个旧七楼扩展1^56754845^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:10^2010-10-09 16:56:49^
785^^1^1^0^^68783730^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-13)(个旧七楼扩展1-10-ET1-13)个旧移动大楼七楼综合机房^76174342^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56807976^^^53951052^个旧七楼扩展1^56753128^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:13^2010-10-09 16:56:51^
786^^1^1^0^^68783731^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-14)(个旧七楼扩展1-10-ET1-14)个旧移动大楼七楼综合机房^76174343^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808027^^^53951052^个旧七楼扩展1^56754841^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:15^2010-10-09 16:56:53^
787^^1^1^0^^68783732^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-15)(个旧七楼扩展1-10-ET1-15)个旧移动大楼七楼综合机房^76174344^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808025^^^53951052^个旧七楼扩展1^56754843^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:17^2010-10-09 16:56:56^
788^^1^1^0^^68783793^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-16)(个旧七楼扩展1-10-ET1-16)个旧移动大楼七楼综合机房^76174107^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808031^^^53951052^个旧七楼扩展1^56753132^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:20^2010-10-09 16:56:59^
789^^1^1^0^^68783794^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-17)(个旧七楼扩展1-10-ET1-17)个旧移动大楼七楼综合机房^76174108^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808029^^^53951052^个旧七楼扩展1^56753134^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:22^2010-10-09 16:57:01^
791^^1^1^0^^68783796^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-19)(个旧七楼扩展1-10-ET1-19)个旧移动大楼七楼综合机房^76174125^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56808032^^^53951052^个旧七楼扩展1^56753130^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:27^2010-10-09 16:57:06^
792^^1^1^0^^68783857^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-20)(个旧七楼扩展1-10-ET1-20)个旧移动大楼七楼综合机房^76174126^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800705^^^53951052^个旧七楼扩展1^56755635^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:29^2010-10-09 16:57:09^
793^^1^1^0^^68783858^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-21)(个旧七楼扩展1-10-ET1-21)个旧移动大楼七楼综合机房^76174127^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800704^^^53951052^个旧七楼扩展1^56755639^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:31^2010-10-09 16:57:11^
794^^1^1^0^^68783859^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-22)(个旧七楼扩展1-10-ET1-22)个旧移动大楼七楼综合机房^76174591^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800703^^^53951052^个旧七楼扩展1^56755637^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:34^2010-10-09 16:57:13^
795^^1^1^0^^68783860^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-23)(个旧七楼扩展1-10-ET1-23)个旧移动大楼七楼综合机房^76174592^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56797282^^^53951052^个旧七楼扩展1^56756421^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:37^2010-10-09 16:57:16^
796^^1^1^0^^68783669^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-24)(个旧七楼扩展1-10-ET1-24)个旧移动大楼七楼综合机房^76174593^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800711^^^53951052^个旧七楼扩展1^56756422^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:40^2010-10-09 16:57:18^
797^^1^1^0^^68783670^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-25)(个旧七楼扩展1-10-ET1-25)个旧移动大楼七楼综合机房^76174605^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800710^^^53951052^个旧七楼扩展1^56756423^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:42^2010-10-09 16:57:20^
798^^1^1^0^^68783671^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-26)(个旧七楼扩展1-10-ET1-26)个旧移动大楼七楼综合机房^76174606^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800709^^^53951052^个旧七楼扩展1^56756424^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:45^2010-10-09 16:57:23^
799^^1^1^0^^68783672^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-27)(个旧七楼扩展1-10-ET1-27)个旧移动大楼七楼综合机房^76174607^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800708^^^53951052^个旧七楼扩展1^56754788^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:57:48^2010-10-09 16:57:25^
800^^1^1^0^^68783733^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-28)(个旧七楼扩展1-10-ET1-28)个旧移动大楼七楼综合机房^76174394^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56800707^^^53951052^个旧七楼扩展1^56754789^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:58:58^2010-10-09 16:58:56^
801^^1^1^0^^68783798^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-30)(个旧七楼扩展1-10-ET1-30)个旧移动大楼七楼综合机房^76174413^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56797097^^^53951052^个旧七楼扩展1^56753855^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:59:09^2010-10-09 16:58:57^
802^^1^1^0^^68783735^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-34)(个旧七楼扩展1-10-ET1-34)个旧移动大楼七楼综合机房^76174410^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56797103^^^53951052^个旧七楼扩展1^56753062^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:59:03^2010-10-09 16:58:57^
803^^1^1^0^^68783734^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-31)(个旧七楼扩展1-10-ET1-31)个旧移动大楼七楼综合机房^76174395^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56797096^^^53951052^个旧七楼扩展1^56753857^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:59:01^2010-10-09 16:58:57^
804^^1^1^0^^68783800^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-33)(个旧七楼扩展1-10-ET1-33)个旧移动大楼七楼综合机房^76174482^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56797098^^^53951052^个旧七楼扩展1^56754718^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:59:14^2010-10-09 16:58:57^
805^^1^1^0^^68783861^个旧移动大楼八楼综合机房(个旧八楼扩展1-10-ET1-35)(个旧七楼扩展1-10-ET1-35)个旧移动大楼七楼综合机房^76174483^1^1^1844^1844^个旧市移动大楼^个旧市移动大楼^53951183^个旧八楼扩展1^56797102^^^53951052^个旧七楼扩展1^56752168^^^^^^^^^^^^0^2014-06-18 00:37:56^^2010-10-09 16:59:16^2010-10-09 16:58:57^
