ZH_LABEL^CITY_ID^COUNTY_ID^IS_REVERSE^RELATED_SUB_NETWORK_ID^INDEX_IN_SYSTEM^RELATED_TOPO_LINK_ID^RELATED_SYSTEM_ID^MODIFY_BY^MODIFY_DATE^TIME_STAMP^CREATE_BY^CREATE_DATE^STATEFLAG^INT_ID
^15^^0^^^-1617552855^-1617552962^SYSTEM^2018-12-21 21:56:04^2018-12-21 21:56:04^SYSTEM^2016-12-31 22:58:15^0^-1616985638
^15^^0^^^-1617552855^-1617552966^SYSTEM^2018-12-21 21:56:04^2018-12-21 21:56:04^SYSTEM^2016-12-31 22:58:15^0^-1616985640
^15^^0^^^-1617552855^-1616985637^SYSTEM^2018-12-21 21:56:04^2018-12-21 21:56:04^SYSTEM^2016-12-31 22:58:15^0^-1616985635
^5^^0^^^76117335^-1616977592^SYSTEM^2018-12-21 21:07:20^2018-12-21 21:07:20^SYSTEM^2017-01-01 00:56:14^0^-1616977591
^5^^0^^^76062895^-1616977587^SYSTEM^2018-12-21 21:07:20^2018-12-21 21:07:20^SYSTEM^2017-01-01 00:56:14^0^-1616977582
^5^^0^^^76097505^-1616977592^SYSTEM^2018-12-21 21:07:20^2018-12-21 21:07:20^SYSTEM^2017-01-01 00:56:14^0^-1616977590
^5^^0^^^76117543^-1616977592^SYSTEM^2018-12-21 21:07:20^2018-12-21 21:07:20^SYSTEM^2017-01-01 00:56:14^0^-1616977588
^5^^0^^^76063112^-1616977587^SYSTEM^2018-12-21 21:07:20^2018-12-21 21:07:20^SYSTEM^2017-01-01 00:56:14^0^-1616977586
^5^^0^^^76062972^-1616977587^SYSTEM^2018-12-21 21:07:20^2018-12-21 21:07:20^SYSTEM^2017-01-01 00:56:14^0^-1616977584
^5^^0^^^76066976^-1616977587^SYSTEM^2018-12-21 21:07:20^2018-12-21 21:07:20^SYSTEM^2017-01-01 00:56:14^0^-1616977583
^4^^0^^^-1614179951^-1614181053^SYSTEM^2017-07-13 00:43:18^2017-07-13 00:43:18^SYSTEM^2017-01-10 00:44:29^0^-1613780851
